Ensembl	Name	AltNames	Biotype	GeneLength	SumExonLength	Chr
FBgn0036659	CG9701	CG9701-RA	protein_coding	5819	2005	3L
FBgn0036660	CG13025	CG13025-RA	protein_coding	3206	3145	3L
FBgn0036661	CG9705	CG9705-RA	protein_coding	2320	1570	3L
FBgn0036662	CG9706	CG9706-RA	protein_coding	2237	2062	3L
FBgn0036663	CG9674	CG9674-RD	protein_coding	20159	8414	3L
FBgn0036665	CG13024	CG13024-RB	protein_coding	19417	2013	3L
FBgn0036666	TSG101	TSG101-RA	protein_coding	2292	1757	3L
FBgn0036667	CG9669	CG9669-RA	protein_coding	424	367	3L
FBgn0036668	CG9715	CG9715-RA	protein_coding	6965	5454	3L
FBgn0036669	CG13030		protein_coding	1448	1448	3L
FBgn0036670	CG13029	CG13029-RB	protein_coding	1217	1096	3L
FBgn0036671	CG9951	CG9951-RA	protein_coding	1826	1826	3L
FBgn0036672	Lmpt		protein_coding	57196	4269	3L
FBgn0036673	CG11915		protein_coding	7698	3007	3L
FBgn0036676	CG13028	CG13028-RA	protein_coding	743	743	3L
FBgn0036677	CG13023	CG13023-RA	protein_coding	3521	2216	3L
FBgn0036678	CG11905	CG11905-RF	protein_coding	7156	4644	3L
FBgn0036679	CG13022	CG13022-RB	protein_coding	623	623	3L
FBgn0036680	Cpr73D	Cpr73D-RB	protein_coding	18590	3030	3L
FBgn0036681	Obp73a	CG13027-RB,CG13027	protein_coding	1456	780	3L
FBgn0036683	CG14060		protein_coding	16068	3586	3L
FBgn0036684	CG3764	CG3764-RA	protein_coding	17849	6372	3L
FBgn0036685	CG6664	CG6664-RB	protein_coding	3295	2681	3L
FBgn0036686	CG7728	CG7728-RA	protein_coding	3735	3675	3L
FBgn0036687	CG6652	CG6652-RB	protein_coding	2509	2244	3L
FBgn0036688	Fit2	Fit2-RA	protein_coding	2790	2790	3L
FBgn0036689	CG7730	CG7730-RC	protein_coding	2300	2123	3L
FBgn0036690	Ilp8	CG14059,CG14059-RB	protein_coding	2269	867	3L
FBgn0036691	beg	beg-RA,CG7842	protein_coding	1198	1198	3L
FBgn0036695	Papst2	Papst2-RA	protein_coding	1669	1551	3L
FBgn0036696	CG14057	CG14057-RA	protein_coding	638	554	3L
FBgn0036697	rogdi	rogdi-RB	protein_coding	5943	2379	3L
FBgn0036698	CG7724	CG7724-RA	protein_coding	2921	1418	3L
FBgn0036702	CG6512	CG6512-RB	protein_coding	3516	3239	3L
FBgn0036703	CG7707	CG7707-RA	protein_coding	1311	1138	3L
FBgn0036704	CG6497	CG6497-RA	protein_coding	1561	1561	3L
FBgn0036705	CG13723	CG13723-RA	protein_coding	571	571	3L
FBgn0036706	CG6485	CG6485-RA	protein_coding	843	843	3L
FBgn0036707	CG13724	CG13724-RA	protein_coding	1653	1653	3L
FBgn0036708	CG13725	CG13725-RA	protein_coding	901	901	3L
FBgn0036709	Or74a	Or74a-RA	protein_coding	1437	1215	3L
FBgn0036710	CG6479	CG6479-RA	protein_coding	2091	1897	3L
FBgn0036711	CG13727	CG13727-RA	protein_coding	1038	909	3L
FBgn0036712	brv2	CG16793-RA,CG16793	protein_coding	2647	2367	3L
FBgn0036713	Mip	Mip-RA	protein_coding	4720	1396	3L
FBgn0036714	CG7692	CG7692-RA	protein_coding	6235	5440	3L
FBgn0036715	Cad74A	Cad74A-RA	protein_coding	11778	6779	3L
FBgn0036716	CG13728	CG13728-RA	protein_coding	2703	2504	3L
FBgn0036717	CG13731	CG13731-RA	protein_coding	5321	2980	3L
FBgn0036723	CG12229	CG12229-RA	protein_coding	1960	1960	3L
FBgn0036725	CG18265	CG18265-RA	protein_coding	18061	8834	3L
FBgn0036726	CG7603	CG7603-RA	protein_coding	824	762	3L
FBgn0036727	CG7589	CG7589-RA	protein_coding	4391	2249	3L
FBgn0036728	CG7580	CG7580-RC	protein_coding	1364	975	3L
FBgn0036729	CG13733	CG13733-RA	protein_coding	1132	1132	3L
FBgn0036730	qjt	CG13732,qjt-RA	protein_coding	1046	990	3L
FBgn0036731	CG6333	CG6333-RA	protein_coding	6102	2133	3L
FBgn0036732	Oatp74D	Oatp74D-RC	protein_coding	24576	4146	3L
FBgn0036733	U4-U6-60K	CG6322,U4-U6-60K-RA	protein_coding	2058	2058	3L
FBgn0036734	CG7564	CG7564-RA	protein_coding	10443	10443	3L
FBgn0036735	Edc3	Edc3-RB,CG6311	protein_coding	4529	4062	3L
FBgn0036736	Nedd4		protein_coding	16578	4763	3L
FBgn0036738	CG7542	CG7542-RA	protein_coding	1155	1155	3L
FBgn0036740	Vps60	CG6259,CG6259-RA	protein_coding	1503	1100	3L
FBgn0036741	CG7510	CG7510-RA	protein_coding	9148	4338	3L
FBgn0036742	CG7497	CG7497-RB	protein_coding	4553	1822	3L
FBgn0036745	CG7484	CG7484-RB	protein_coding	1029	657	3L
FBgn0036746	Crtc	TORC,TORC-RA	protein_coding	9417	5957	3L
FBgn0036747	CG6052	CG6052-RA	protein_coding	5527	5104	3L
FBgn0036749	CG7460	CG7460-RB	protein_coding	2001	2001	3L
FBgn0036750	CG6034	CG6034-RA	protein_coding	1688	1688	3L
FBgn0036751	Adgf-B	Adgf-B-RA	protein_coding	1756	1694	3L
FBgn0036752	Adgf-A	Adgf-A-RB	protein_coding	12428	2588	3L
FBgn0036754	CG5589	CG5589-RA	protein_coding	2226	2112	3L
FBgn0036756	cln3	cln3-RA	protein_coding	4889	1649	3L
FBgn0036757	Ir75a	Ir75a-RB,CG14585	protein_coding	2352	1982	3L
FBgn0036758	CG14586		protein_coding	5506	3768	3L
FBgn0036759	CG5577	CG5577-RA	protein_coding	2778	2162	3L
FBgn0036760	CG5567	CG5567-RA	protein_coding	2005	1288	3L
FBgn0036761	MED19	MED19-RA	protein_coding	2777	1853	3L
FBgn0036762	CG7430	CG7430-RA	protein_coding	2686	2252	3L
FBgn0036763	CG7441	CG7441-RA	protein_coding	2727	2477	3L
FBgn0036764	CG5535	CG5535-RB	protein_coding	4171	2296	3L
FBgn0036765	CG7408	CG7408-RB	protein_coding	4558	3171	3L
FBgn0036766	CG5506	CG5506-RA	protein_coding	728	661	3L
FBgn0036767	CG16775	CG16775-RB	protein_coding	698	698	3L
FBgn0036768	CG7402	CG7402-RA	protein_coding	3700	1894	3L
FBgn0036769	Tsp74F	Tsp74F-RB	protein_coding	4043	1519	3L
FBgn0036770	Prestin	Prestin-RA	protein_coding	8924	3553	3L
FBgn0036771	CG14353	CG14353-RA	protein_coding	1541	1485	3L
FBgn0036772	CG5290	CG5290-RA	protein_coding	3083	2917	3L
FBgn0036773	CG13698	CG13698-RB	protein_coding	17733	2418	3L
FBgn0036774	mRpS26	mRpS26-RA	protein_coding	921	825	3L
FBgn0036775	CG5147	CG5147-RA	protein_coding	1727	1544	3L
FBgn0036777	CG7341	CG7341-RB	protein_coding	8045	1455	3L
FBgn0036778	Cyp312a1	Cyp312a1-RA	protein_coding	3750	3383	3L
FBgn0036780	CG7330	CG7330-RA	protein_coding	4885	1166	3L
FBgn0036781	CG13699	CG13699-RA	protein_coding	7626	3755	3L
FBgn0036782	CG7320	CG7320-RA	protein_coding	2144	2023	3L
FBgn0036783	CheA75a	CheA75a-RA	protein_coding	759	699	3L
FBgn0036784	CG5103	CG5103-RA	protein_coding	2138	2074	3L
FBgn0036785	CG13700	CG13700-RB	protein_coding	2519	1944	3L
FBgn0036786	skl	skl-RA	protein_coding	1382	1382	3L
FBgn0036787	CG4306	CG4306-RA	protein_coding	1207	1029	3L
FBgn0036789	AstC-R2	AlCR2-RC,AlCR2	protein_coding	17421	3735	3L
FBgn0036790	AstC-R1	star1-RA,star1	protein_coding	16069	2912	3L
FBgn0036791	CG7271	CG7271-RA	protein_coding	1407	1407	3L
FBgn0036793	CG4174	CG4174-RC	protein_coding	17794	3434	3L
FBgn0036794	CG18234	CG18234-RC	protein_coding	1991	1575	3L
FBgn0036795	CG18233	CG18233-RA	protein_coding	1878	1548	3L
FBgn0036796	CG18231	CG18231-RB	protein_coding	2051	1548	3L
FBgn0036799	CG13380	CG13380-RB	protein_coding	17794	3428	3L
FBgn0036800	CG6897		protein_coding	2062	2004	3L
FBgn0036801	MYPT-75D	MYPT-75D-RA	protein_coding	41219	5204	3L
FBgn0036804	Sgf11	Sgf11-RB,CG13379	protein_coding	800	800	3L
FBgn0036805	Chmp1	Chmp1-RA	protein_coding	1167	1096	3L
FBgn0036806	Cyp12c1	Cyp12c1-RA	protein_coding	2061	1884	3L
FBgn0036807	CG6893	CG6893-RB	protein_coding	1462	1164	3L
FBgn0036808	Dic4	CG18363,CG18363-RA	protein_coding	2011	1811	3L
FBgn0036809	CG12477	CG12477-RA	protein_coding	1380	1325	3L
FBgn0036810	CG6885	CG6885-RA	protein_coding	1212	1212	3L
FBgn0036811	MED11	MED11-RA	protein_coding	768	713	3L
FBgn0036812	Nufip	Nufip-RA	protein_coding	1757	1640	3L
FBgn0036813	Atg3	Aut1-RA,Aut1	protein_coding	1797	1221	3L
FBgn0036814	CG14073	CG14073-RA	protein_coding	18411	7804	3L
FBgn0036815	HipHop	l(3)neo26,l(3)neo26-RA	protein_coding	1183	1183	3L
FBgn0036816	Indy	Indy-RA	protein_coding	17636	3073	3L
FBgn0036817	CG6865	CG6865-RA	protein_coding	1868	1025	3L
FBgn0036818	CG14074	CG14074-RA	protein_coding	1207	1149	3L
FBgn0036819	Dysb	CG6856,CG6856-RA	protein_coding	1449	1391	3L
FBgn0036820	CG6852	CG6852-RB	protein_coding	828	696	3L
FBgn0036821	CG3961	CG3961-RA	protein_coding	12234	3731	3L
FBgn0036822	NijB	CG11637,CG11637-RA	protein_coding	896	741	3L
FBgn0036824	CG3902	CG3902-RA	protein_coding	5174	1585	3L
FBgn0036825	RpL26	RpL26-RA	protein_coding	1043	688	3L
FBgn0036826	arx	CG3893,CG3893-RA	protein_coding	960	892	3L
FBgn0036827	CG6843	CG6843-RA	protein_coding	1359	1281	3L
FBgn0036828	CG6841	CG6841-RA	protein_coding	3603	3382	3L
FBgn0036829	Ir75d	Ir75d-RA,CG14076	protein_coding	2923	2312	3L
FBgn0036830	CG14077	CG14077-RB	protein_coding	5891	3130	3L
FBgn0036831	CG6839	CG6839-RA	protein_coding	1679	1325	3L
FBgn0036832	CG18223	CG18223-RB	protein_coding	1096	992	3L
FBgn0036833	CG3819	CG3819-RA	protein_coding	1679	1422	3L
FBgn0036834	CG6836	CG6836-RA	protein_coding	4778	1309	3L
FBgn0036835	CG14075	CG14075-RA	protein_coding	674	674	3L
FBgn0036836	CG11619	CG11619-RA	protein_coding	2419	2419	3L
FBgn0036837	CG18135	CG18135-RB	protein_coding	8258	4072	3L
FBgn0036838	CG3808	CG3808-RA	protein_coding	2734	2522	3L
FBgn0036839	CG18136	CG18136-RA	protein_coding	2268	1856	3L
FBgn0036842	CG3797	CG3797-RA	protein_coding	3417	3154	3L
FBgn0036843	CG6812	CG6812-RA	protein_coding	2987	2062	3L
FBgn0036844	Mkp3	Mkp3-RA	protein_coding	20272	4736	3L
FBgn0036846	MESR6	MESR6-RA	protein_coding	2091	1791	3L
FBgn0036847	CG11577	CG11577-RA	protein_coding	1328	1328	3L
FBgn0036848	CG10424	CG10424-RA	protein_coding	1311	1233	3L
FBgn0036849	CG14079	CG14079-RA	protein_coding	1066	1008	3L
FBgn0036850	Gem2	CG10419-RA,CG10419	protein_coding	1241	1190	3L
FBgn0036851	CG14082	CG14082-RA	protein_coding	33595	3861	3L
FBgn0036853	mRpL21	mRpL21-RA	protein_coding	1772	1696	3L
FBgn0036855	CG14084		protein_coding	745	688	3L
FBgn0036856	CG9666	CG9666-RB	protein_coding	3073	1635	3L
FBgn0036857	CG9629	CG9629-RA	protein_coding	2441	2053	3L
FBgn0036858	CG14088	CG14088-RA	protein_coding	871	871	3L
FBgn0036859	CG14085	CG14085-RA	protein_coding	4818	2948	3L
FBgn0036860	CG14086	CG14086-RA	protein_coding	4129	1536	3L
FBgn0036861	CG14089	CG14089-RA	protein_coding	681	681	3L
FBgn0036862	Gbs-76A	CG9619-RA,CG9619	protein_coding	11403	5392	3L
FBgn0036868	ms(3)76Ba	CG14087-RA,CG14087	protein_coding	2454	2332	3L
FBgn0036870	CG14095	CG14095-RA	protein_coding	711	641	3L
FBgn0036871	CG14096	CG14096-RA	protein_coding	513	458	3L
FBgn0036872	CG12519	CG12519-RA	protein_coding	655	600	3L
FBgn0036873	CG18294	CG18294-RA	protein_coding	562	507	3L
FBgn0036874	brv1	CG9472-RA,CG9472	protein_coding	2673	2673	3L
FBgn0036875	CG9449	CG9449-RE	protein_coding	5671	2750	3L
FBgn0036876	CG9451	CG9451-RA	protein_coding	2602	1592	3L
FBgn0036877	CG9452	CG9452-RA	protein_coding	2861	1652	3L
FBgn0036878	Cpr76Ba	Cpr76Ba-RA	protein_coding	781	781	3L
FBgn0036879	Cpr76Bb	Cpr76Bb-RA	protein_coding	771	771	3L
FBgn0036880	Cpr76Bc	Cpr76Bc-RC	protein_coding	6328	1838	3L
FBgn0036881	Cpr76Bd	Cpr76Bd-RB	protein_coding	5547	4525	3L
FBgn0036882	CG9279	CG9279-RB	protein_coding	5748	5504	3L
FBgn0036884	CG14098		protein_coding	2186	1908	3L
FBgn0036886	CG9300	CG9300-RA	protein_coding	2348	2156	3L
FBgn0036887	CG9231	CG9231-RA	protein_coding	911	847	3L
FBgn0036888	CG9330	CG9330-RA	protein_coding	2859	2384	3L
FBgn0036889	CG14100	CG14100-RA	protein_coding	1453	1393	3L
FBgn0036890	CG9368	CG9368-RC	protein_coding	2488	2423	3L
FBgn0036891	CG9372	CG9372-RA	protein_coding	2161	1693	3L
FBgn0036892	Lon	CG8798,CG8798-RC	protein_coding	4343	3761	3L
FBgn0036893	CG9376	CG9376-RA	protein_coding	1035	1035	3L
FBgn0036894	CG8793		protein_coding	4759	4011	3L
FBgn0036895	ms(3)76Cc	CG9392,CG9392-RA	protein_coding	3808	3746	3L
FBgn0036896	wnd	wnd-RC	protein_coding	11378	5251	3L
FBgn0036897	CG8786	CG8786-RB	protein_coding	5610	4488	3L
FBgn0036899	tey	tey-RB	protein_coding	13599	3431	3L
FBgn0036900	CG8765	CG8765-RA	protein_coding	3413	3082	3L
FBgn0036901	LCBP1		protein_coding	4726	1870	3L
FBgn0036904	trpml	trpml-RA,CG8743	protein_coding	4491	3650	3L
FBgn0036905	ms(3)76Ca	CG14101-RA,CG14101	protein_coding	1409	1409	3L
FBgn0036906	CG14102	CG14102-RA	protein_coding	2317	2055	3L
FBgn0036907	CG8533		protein_coding	2088	1870	3L
FBgn0036908	CG14103	CG14103-RA	protein_coding	1343	1221	3L
FBgn0036909	CG15881	CG15881-RA	protein_coding	1752	1642	3L
FBgn0036910	Cyp305a1	Cyp305a1-RA	protein_coding	2937	1801	3L
FBgn0036911	Fibp	Fibp-RB	protein_coding	1883	1544	3L
FBgn0036913	CG8334	CG8334-RA	protein_coding	10645	6311	3L
FBgn0036915	Prp3	CG7757,CG7757-RA	protein_coding	2205	2151	3L
FBgn0036916	Mtr3	Mtr3-RA	protein_coding	1311	1253	3L
FBgn0036918	CG7770	CG7770-RA	protein_coding	1018	847	3L
FBgn0036919	Grasp65	Grasp65-RA	protein_coding	2233	1797	3L
FBgn0036920	CG8004	CG8004-RA	protein_coding	1315	1242	3L
FBgn0036921	RhoGDI	RhoGDI-RA	protein_coding	4188	1540	3L
FBgn0036922	CG14182	CG14182-RA	protein_coding	1100	1032	3L
FBgn0036923	CG17732	CG17732-RA	protein_coding	2507	2373	3L
FBgn0036924	hale	hale-RA	protein_coding	1443	1384	3L
FBgn0036925	schuy	schuy-RA	protein_coding	1980	1917	3L
FBgn0036926	CG7646	CG7646-RA	protein_coding	4383	1696	3L
FBgn0036927	CG7433	CG7433-RB	protein_coding	2973	2330	3L
FBgn0036928	Tom20	Tom20-RA	protein_coding	1803	1008	3L
FBgn0036929	CG7668	CG7668-RA	protein_coding	2099	1736	3L
FBgn0036930	fat2		protein_coding	15773	14240	3L
FBgn0036931	CG14183	CG14183-RA	protein_coding	3149	2712	3L
FBgn0036932	CG14184	CG14184-RA	protein_coding	1202	759	3L
FBgn0036934	sNPF-R	NPFR76F,NPFR76F-RA	protein_coding	30497	4746	3L
FBgn0036935	CG14186	CG14186-RA	protein_coding	5744	3522	3L
FBgn0036936	CG14185	CG14185-RA	protein_coding	1464	1397	3L
FBgn0036937	Ir76b	CG7385,Ir76b-RA	protein_coding	3051	2308	3L
FBgn0036938	CG14187	CG14187-RA	protein_coding	583	492	3L
FBgn0036939	CG7365	CG7365-RA	protein_coding	3084	1889	3L
FBgn0036940	obst-J	obst-J-RA	protein_coding	1293	1235	3L
FBgn0036941	CG7335	CG7335-RA	protein_coding	1237	1237	3L
FBgn0036942	CG7328	CG7328-RA	protein_coding	1398	1398	3L
FBgn0036943	CG7323		protein_coding	8983	5156	3L
FBgn0036944	CG13811		protein_coding	1812	1812	3L
FBgn0036945	Ssk	CG6981-RB,CG6981	protein_coding	1258	898	3L
FBgn0036946	CG32223		protein_coding	29033	2261	3L
FBgn0036947	obst-F	obst-F-RA	protein_coding	1196	1069	3L
FBgn0036948	CG7298	CG7298-RA	protein_coding	1618	1323	3L
FBgn0036949	CG7290	CG7290-RA	protein_coding	1738	1667	3L
FBgn0036950	CG6996	CG6996-RB	protein_coding	2067	1828	3L
FBgn0036951	CG7017	CG7017-RA	protein_coding	1831	1560	3L
FBgn0036952	CG6933	CG6933-RA	protein_coding	1921	1415	3L
FBgn0036953	CG17145	CG17145-RA	protein_coding	1384	1323	3L
FBgn0036954	CG17147		protein_coding	1405	1017	3L
FBgn0036955	Hdm		protein_coding	3835	3646	3L
FBgn0036956	CG13813	CG13813-RA	protein_coding	1587	1527	3L
FBgn0036958	CG17233	CG17233-RD	protein_coding	8731	5995	3L
FBgn0036959	CG6951	CG6951-RB	protein_coding	4046	1184	3L
FBgn0036960	CG13814	CG13814-RA	protein_coding	11177	1305	3L
FBgn0036962	CG17122	CG17122-RA	protein_coding	1947	1947	3L
FBgn0036964	FRG1	CG6480-RA,CG6480	protein_coding	1170	903	3L
FBgn0036967	CG6597	CG6597-RB	protein_coding	10102	2121	3L
FBgn0036968	CG6680	CG6680-RB	protein_coding	2715	1949	3L
FBgn0036969	Spn77Bb	CG6663,CG6663-RA	protein_coding	1407	1161	3L
FBgn0036970	Spn77Bc	CG6289-RA,CG6289	protein_coding	1686	1440	3L
FBgn0036972	CR6434	CG6434,CG6434-RA	pseudogene	833	659	3L
FBgn0036973	Rbbp5	CG5585,CG5585-RA	protein_coding	2207	1853	3L
FBgn0036974	eRF1	eRF1-RB	protein_coding	5519	3112	3L
FBgn0036975	CG5618	CG5618-RC	protein_coding	3184	2269	3L
FBgn0036977	CG5665	CG5665-RA	protein_coding	1309	1188	3L
FBgn0036978	Toll-9	Toll-9-RA	protein_coding	4882	3490	3L
FBgn0036979	CG13247	CG13247-RA	protein_coding	1434	1305	3L
FBgn0036980	RhoBTB	RhoBTB-RA	protein_coding	6157	3355	3L
FBgn0036984	CG13248	CG13248-RA	protein_coding	3464	2856	3L
FBgn0036985	zye	CG5847,CG5847-RA	protein_coding	10706	7031	3L
FBgn0036986	CG5282	CG5282-RA	protein_coding	1648	1543	3L
FBgn0036987	CG5274	CG5274-RA	protein_coding	1468	1390	3L
FBgn0036988	CG5262	CG5262-RA	protein_coding	2514	2033	3L
FBgn0036990	mRpL15	mRpL15-RA	protein_coding	1100	1029	3L
FBgn0036991	CG5872	CG5872-RA	protein_coding	2121	1866	3L
FBgn0036992	CG11796	CG11796-RB	protein_coding	1707	1518	3L
FBgn0036993	CG5910	CG5910-RB	protein_coding	8162	1199	3L
FBgn0036994	CG5199	CG5199-RA	protein_coding	2333	1643	3L
FBgn0036995	atk	CG5195-RA,CG5195	protein_coding	10173	5188	3L
FBgn0036996	mag	CG5932,CG5932-RA	protein_coding	1592	1477	3L
FBgn0036997	CG5955	CG5955-RA	protein_coding	2649	1314	3L
FBgn0036998	CG5969	CG5969-RA	protein_coding	1009	947	3L
FBgn0036999	isoQC	CG5976,CG5976-RA	protein_coding	2538	2153	3L
FBgn0037000	ZnT77C	CG5130-RA,CG5130	protein_coding	10629	2536	3L
FBgn0037001	CG6020	CG6020-RA	protein_coding	5003	1616	3L
FBgn0037003	CG18281	CG18281-RA	protein_coding	1665	1665	3L
FBgn0037004	CG17637	CG17637-RA	protein_coding	1515	1515	3L
FBgn0037005	CG5078	CG5078-RA	protein_coding	1344	1344	3L
FBgn0037007	CG5059	CG5059-RC	protein_coding	4796	2332	3L
FBgn0037008	mTerf3	mTerf3-RA,CG5047	protein_coding	1183	1124	3L
FBgn0037009	CG5104	CG5104-RB	protein_coding	1426	787	3L
FBgn0037010	CG4825	CG4825-RA	protein_coding	3735	2049	3L
FBgn0037011	CG4858	CG4858-RA	protein_coding	1335	950	3L
FBgn0037012	Rcd2	CG4786,Rcd2-RA	protein_coding	12446	2245	3L
FBgn0037013	CG13250	CG13250-RA	protein_coding	1627	579	3L
FBgn0037014	CG13251	CG13251-RA	protein_coding	3712	3413	3L
FBgn0037015	cmpy	CG13253-RC,CG13253	protein_coding	6363	2753	3L
FBgn0037016	CG13252	CG13252-RA	protein_coding	13918	2532	3L
FBgn0037017	CG4074	CG4074-RA	protein_coding	1276	1157	3L
FBgn0037018	CG4042	CG4042-RA	protein_coding	1365	1025	3L
FBgn0037019	Pex16	CG3947,CG3947-RA	protein_coding	1499	1439	3L
FBgn0037020	Pex14	CG4289,CG4289-RA	protein_coding	1580	1249	3L
FBgn0037021	CG11399	CG11399-RB	protein_coding	5848	4254	3L
FBgn0037022	CG11396	CG11396-RA	protein_coding	1798	1601	3L
FBgn0037023	CG3698	CG3698-RA	protein_coding	1135	1135	3L
FBgn0037024	CG4365	CG4365-RA	protein_coding	1437	1283	3L
FBgn0037025	Spc105R	Spc105R-RA,CG11451	protein_coding	6444	6195	3L
FBgn0037026	CG3634	CG3634-RA	protein_coding	2405	2340	3L
FBgn0037027	HIPP1	CG3680-RA,CG3680	protein_coding	3664	3369	3L
FBgn0037028	CG3618	CG3618-RA	protein_coding	2723	2625	3L
FBgn0037029	CG12452		protein_coding	492	492	3L
FBgn0037030	CG3288	CG3288-RA	protein_coding	972	908	3L
FBgn0037031	CG11456	CG11456-RB	protein_coding	2354	1806	3L
FBgn0037035	CG10589	CG10589-RA	protein_coding	1365	1365	3L
FBgn0037036	Sems	CG10586,CG10586-RA	protein_coding	996	883	3L
FBgn0037037	CG10588	CG10588-RA	protein_coding	3727	3727	3L
FBgn0037038	CG11037	CG11037-RA	protein_coding	989	913	3L
FBgn0037039	CG10587	CG10587-RB	protein_coding	1019	957	3L
FBgn0037040	CG12983	CG12983-RA	protein_coding	4108	3696	3L
FBgn0037042	CG12984	CG12984-RA	protein_coding	1258	909	3L
FBgn0037044	CG10585	CG10585-RA	protein_coding	2227	1990	3L
FBgn0037045	CG10584	CG10584-RA	protein_coding	1081	1081	3L
FBgn0037046	CG10581	CG10581-RA	protein_coding	650	587	3L
FBgn0037050	CG10566	CG10566-RA	protein_coding	1865	1735	3L
FBgn0037051	CG10565	CG10565-RA	protein_coding	3104	2538	3L
FBgn0037052	CG12977		protein_coding	2014	930	3L
FBgn0037053	CG12976		protein_coding	945	945	3L
FBgn0037057	CG10512	CG10512-RC	protein_coding	5173	2394	3L
FBgn0037059	CG10510	CG10510-RA	protein_coding	1937	1732	3L
FBgn0037060	CG10508	CG10508-RF	protein_coding	5837	3270	3L
FBgn0037061	CG12975	CG12975-RA	protein_coding	845	627	3L
FBgn0037063	CG9391	CG9391-RA	protein_coding	1656	1231	3L
FBgn0037064	CG9389	CG9389-RA	protein_coding	2189	2043	3L
FBgn0037065	CG12974	CG12974-RA	protein_coding	4211	2452	3L
FBgn0037066	Z4		protein_coding	4248	4129	3L
FBgn0037067	Cpr78Ca	Cpr78Ca-RA	protein_coding	941	876	3L
FBgn0037068	Cpr78Cb	Cpr78Cb-RA	protein_coding	2207	2124	3L
FBgn0037069	Cpr78Cc	Cpr78Cc-RA	protein_coding	592	522	3L
FBgn0037070	CG11309	CG11309-RA	protein_coding	2874	2205	3L
FBgn0037071	CG7632	CG7632-RA	protein_coding	1501	1442	3L
FBgn0037073	CG7338	CG7338-RA	protein_coding	3018	2844	3L
FBgn0037074	CG7324	CG7324-RA	protein_coding	6036	4645	3L
FBgn0037076	ebd2	CG12972-RA,CG12972	protein_coding	4521	1853	3L
FBgn0037078	CG12971	CG12971-RA	protein_coding	1396	969	3L
FBgn0037081	barc	CG6049-RA,CG6049	protein_coding	12747	2287	3L
FBgn0037082	CG5664	CG5664-RA	protein_coding	2736	2630	3L
FBgn0037083	CG5656	CG5656-RA	protein_coding	2593	1806	3L
FBgn0037084	Syx6	Syx6-RB	protein_coding	2942	2261	2R
FBgn0037085	Neu2	Neu2-RA	protein_coding	5696	1368	3L
FBgn0037086	CG7202	CG7202-RA	protein_coding	1375	986	3L
FBgn0037087	CG7519	CG7519-RA	protein_coding	825	710	3L
FBgn0037090	Est-Q	CG7529-RA,CG7529	protein_coding	2539	1827	3L
FBgn0037092	M6	M6-RA	protein_coding	4898	2613	3L
FBgn0037093	Cdk12	CG7597,CG7597-RB	protein_coding	6379	5121	3L
FBgn0037094	CG7611	CG7611-RI	protein_coding	4978	4464	3L
FBgn0037097	CG7181	CG7181-RA	protein_coding	482	406	3L
FBgn0037098	Wnk	CG7177,CG7177-RA	protein_coding	11079	8262	3L
FBgn0037099	CG7173	CG7173-RA	protein_coding	2854	2439	3L
FBgn0037100	CapaR	capaR-RB	protein_coding	3208	1827	3L
FBgn0037101	CG7634	CG7634-RA	protein_coding	2360	1892	3L
FBgn0037102	CG7172	CG7172-RA	protein_coding	840	840	3L
FBgn0037104	CG14574	CG14574-RA	protein_coding	516	516	3L
FBgn0037105	S1P	S1P-RA	protein_coding	3580	3136	3L
FBgn0037106	CG11307	CG11307-RC	protein_coding	2251	1543	3L
FBgn0037107	CG7166	CG7166-RB	protein_coding	5648	3466	3L
FBgn0037108	CG11306	CG11306-RA	protein_coding	2766	1994	3L
FBgn0037109	MED1	MED1-RA	protein_coding	6122	5774	3L
FBgn0037110	ORMDL	ORMDL-RA	protein_coding	947	674	3L
FBgn0037114	Cpr78E	Cpr78E-RA	protein_coding	529	463	3L
FBgn0037115	CG11249	CG11249-RA	protein_coding	2380	2110	3L
FBgn0037116	Als2	CG7158,CG7158-RA	protein_coding	5362	5063	3L
FBgn0037117	CG11248	CG11248-RB	protein_coding	3182	2998	3L
FBgn0037120	CG11247	CG11247-RC	protein_coding	4481	2861	3L
FBgn0037121	Rpb8	Rpb8-RA	protein_coding	763	692	3L
FBgn0037122	CG14570	CG14570-RA	protein_coding	780	780	3L
FBgn0037123	CG14569	CG14569-RA	protein_coding	826	826	3L
FBgn0037124	CG14568	CG14568-RA	protein_coding	682	682	3L
FBgn0037125	CG14573	CG14573-RA	protein_coding	690	690	3L
FBgn0037126	CG14567	CG14567-RA	protein_coding	725	725	3L
FBgn0037127	CG14566	CG14566-RA	protein_coding	831	710	3L
FBgn0037128	CG14572	CG14572-RA	protein_coding	908	908	3L
FBgn0037129	CG14565	CG14565-RA	protein_coding	1022	1022	3L
FBgn0037130	Syn1	Syn1-RB	protein_coding	25176	3741	3L
FBgn0037131	CG14564	CG14564-RA	protein_coding	890	890	3L
FBgn0037133	CG7370	CG7370-RA	protein_coding	1507	1410	3L
FBgn0037134	CG7407	CG7407-RA	protein_coding	1111	1049	3L
FBgn0037135	CG7414	CG7414-RA	protein_coding	3117	2827	3L
FBgn0037137	Nopp140	Nopp140-RA	protein_coding	3912	3232	3L
FBgn0037138	P5CDh1	CG7145-RD,CG7145	protein_coding	4692	3026	3L
